AC_YEAR,STATCD,STATNAME,DISTRICTS,BLOCKS,VILLAGES,CLUSTERS,TOTPOPULAT,P_URB_POP,POPULATION_0_6,GROWTHRATE,SEXRATIO,P_SC_POP,P_ST_POP,OVERALL_LI,FEMALE_LIT,MALE_LIT,AREA_SQKM,TOT_6_10_15,TOT_11_13_15,SCH1,SCH2,SCH3,SCH4,SCH5,SCH6,SCH7,SCH9,SCHTOT,SCH1G,SCH2G,SCH3G,SCH4G,SCH5G,SCH6G,SCH7G,SCH9G,SCHTOTG,SCH1P,SCH2P,SCH3P,SCH4P,SCH5P,SCH6P,SCH7P,SCH9P,SCHTOTP,SCH1M,SCH2M,SCH3M,SCH4M,SCH5M,SCH6M,SCH7M,SCH9M,SCHTOTM,SCH1GR,SCH2GR,SCH3GR,SCH4GR,SCH5GR,SCH6GR,SCH7GR,SCH9GR,SCHTOTGR,SCH1GA,SCH2GA,SCH3GA,SCH4GA,SCH5GA,SCH6GA,SCH7GA,SCH9GA,SCHTOTGA,SCH1PR,SCH2PR,SCH3PR,SCH4PR,SCH5PR,SCH6PR,SCH7PR,SCH9PR,SCHTOTPR,SCHBOY1,SCHBOY2,SCHBOY3,SCHBOY4,SCHBOY5,SCHBOY6,SCHBOY7,SCHBOY9,SCHBOYTOT,SCHGIR1,SCHGIR2,SCHGIR3,SCHGIR4,SCHGIR5,SCHGIR6,SCHGIR7,SCHGIR9,SCHGIRTOT,ENR1,ENR2,ENR3,ENR4,ENR5,ENR6,ENR7,ENR9,ENRTOT,ENR1G,ENR2G,ENR3G,ENR4G,ENR5G,ENR6G,ENR7G,ENR9G,ENRTOTG,ENR1P,ENR2P,ENR3P,ENR4P,ENR5P,ENR6P,ENR7P,ENR9P,ENRTOTP,ENR1M,ENR2M,ENR3M,ENR4M,ENR5M,ENR6M,ENR7M,ENR9M,ENRTOTM,ENR1GR,ENR2GR,ENR3GR,ENR4GR,ENR5GR,ENR6GR,ENR7GR,ENR9GR,ENRTOTGR,ENR1PR,ENR2PR,ENR3PR,ENR4PR,ENR5PR,ENR6PR,ENR7PR,ENR9PR,ENRTOTPR,TCH1G,TCH2G,TCH3G,TCH4G,TCH5G,TCH6G,TCH7G,TCH9G,TCHTOTG,TCH1P,TCH2P,TCH3P,TCH4P,TCH5P,TCH6P,TCH7P,TCH9P,TCHTOTP,TCH1M,TCH2M,TCH3M,TCH4M,TCH5M,TCH6M,TCH7M,TCH9M,TCHTOTM,SCLS1,SCLS2,SCLS3,SCLS4,SCLS5,SCLS6,SCLS7,SCLSTOT,STCH1,STCH2,STCH3,STCH4,STCH5,STCH6,STCH7,STCHTOT,ROAD1,ROAD2,ROAD3,ROAD4,ROAD5,ROAD6,ROAD7,ROADTOT,SPLAY1,SPLAY2,SPLAY3,SPLAY4,SPLAY5,SPLAY6,SPLAY7,SPLAYTOT,SBNDR1,SBNDR2,SBNDR3,SBNDR4,SBNDR5,SBNDR6,SBNDR7,SBNDRTOT,SGTOIL1,SGTOIL2,SGTOIL3,SGTOIL4,SGTOIL5,SGTOIL6,SGTOIL7,SGTOILTOT,SBTOIL1,SBTOIL2,SBTOIL3,SBTOIL4,SBTOIL5,SBTOIL6,SBTOIL7,SBTOILTOT,SWAT1,SWAT2,SWAT3,SWAT4,SWAT5,SWAT6,SWAT7,SWATTOT,SELE1,SELE2,SELE3,SELE4,SELE5,SELE6,SELE7,SELETOT,SCOMP1,SCOMP2,SCOMP3,SCOMP4,SCOMP5,SCOMP6,SCOMP7,SCOMPTOT,SRAM1,SRAM2,SRAM3,SRAM4,SRAM5,SRAM6,SRAM7,SRAMTOT,SRAMN1,SRAMN2,SRAMN3,SRAMN4,SRAMN5,SRAMN6,SRAMN7,SRAMNTOT,ESTD1,ESTD2,ESTD3,ESTD4,ESTD5,ESTD6,ESTD7,ESTDTOT,MDM1,MDM2,MDM3,MDM4,MDM5,MDM6,MDM7,MDMTOT,KIT1,KIT2,KIT3,KIT4,KIT5,KIT6,KIT7,KITTOT,KITS1,KITS2,KITS3,KITS4,KITS5,KITS6,KITS7,KITSTOT,ENR501,ENR502,ENR503,ENR504,ENR505,ENR506,ENR507,ENR50TOT,SMC1,SMC2,SMC3,SMC4,SMC5,SMC6,SMC7,SMCTOT,CLS1,CLS2,CLS3,CLS4,CLS5,CLS6,CLS7,CLSTOT,TCH1,TCH2,TCH3,TCH4,TCH5,TCH6,TCH7,TCHTOT,TCHF1,TCHF2,TCHF3,TCHF4,TCHF5,TCHF6,TCHF7,TCHF9,TCHFTOT,TCHM1,TCHM2,TCHM3,TCHM4,TCHM5,TCHM6,TCHM7,ENRG1,ENRG2,ENRG3,ENRG4,ENRG5,ENRG6,ENRG7,ENRGTOT,PREP,PRESTD,PPFTCH,PPMTCH,PMTCH,PFTCH,PGRMTCH,PGRFTCH,GRMTCH,GRFTCH,PGCMTCH,PGCFTCH,PCMTCH,PCFTCH,TCHSCM1,TCHSCM2,TCHSCM3,TCHSCM4,TCHSCM5,TCHSCM6,TCHSCM7,TCHSCF1,TCHSCF2,TCHSCF3,TCHSCF4,TCHSCF5,TCHSCF6,TCHSCF7,TCHSTM1,TCHSTM2,TCHSTM3,TCHSTM4,TCHSTM5,TCHSTM6,TCHSTM7,TCHSTF1,TCHSTF2,TCHSTF3,TCHSTF4,TCHSTF5,TCHSTF6,TCHSTF7,TCHOBCM1,TCHOBCM2,TCHOBCM3,TCHOBCM4,TCHOBCM5,TCHOBCM6,TCHOBCM7,TCHOBCF1,TCHOBCF2,TCHOBCF3,TCHOBCF4,TCHOBCF5,TCHOBCF6,TCHOBCF7,TCH_TRNRM1,TCH_TRNRM2,TCH_TRNRM3,TCH_TRNRM4,TCH_TRNRM5,TCH_TRNRM6,TCH_TRNRM7,TCH_TRNRF1,TCH_TRNRF2,TCH_TRNRF3,TCH_TRNRF4,TCH_TRNRF5,TCH_TRNRF6,TCH_TRNRF7
2016-17,1,JAMMU & KASHMIR,22,201,7276,1626,12549,20.05,16.01,23.71,883,7.4,11.9,68.74,58.01,78.26,222236,1452682,865656,14716,10141,494,134,95,2732,402,0,28714,13181,8027,106,134,92,1407,401,0,23348,1532,2114,388,0,3,1325,1,0,5363,3,0,0,0,0,0,0,0,3,12459,7448,84,119,88,1276,366,0,21840,13181,8027,106,134,92,1407,401,0,23348,1301,1647,186,0,2,773,0,0,3909,14601,10042,486,37,93,2688,370,0,28317,14652,10065,488,129,91,2720,382,0,28527,362322,732825,168920,5354,6221,402345,15072,0,1693059,292365,496814,20917,5354,5626,118282,14895,0,954253,69855,236011,148003,0,595,284063,177,0,738704,102,0,0,0,0,0,0,0,102,280237,462463,12200,4890,5403,106638,13874,0,885705,56659,184912,60166,0,255,158712,0,0,460704,27506,46875,2307,815,1898,16649,5023,0,101073,8732,20978,9122,0,29,21306,6,0,60173,26,0,0,0,0,0,0,0,26,1875,84,5,1,6,9,6,1986,1767,25,0,2,0,1,0,1795,10815,8351,475,125,85,2421,378,22650,3252,4551,458,47,77,2118,230,10733,3231,4212,442,63,65,1852,254,10119,13176,9769,487,128,91,2697,381,26729,14276,10014,485,37,93,2686,370,27961,13254,9529,490,127,92,2683,390,26565,2415,3267,483,61,92,2289,316,8923,660,2183,443,21,75,1613,151,5146,1162,1934,70,12,37,631,182,4028,2102,2845,104,27,39,885,232,6234,10816,2199,67,110,5,237,3,13437,13164,8008,81,100,77,1398,397,23225,7472,6305,69,55,60,1225,304,15490,11971,7757,80,92,75,1385,379,21739,13550,4007,49,110,53,472,303,18544,13083,7998,92,134,84,1394,399,23184,42083,63108,8030,572,462,24977,1979,141211,36264,67853,11429,815,1927,37955,5029,161272,15307,28733,7145,707,635,18746,1462,0,72735,20957,39120,4284,108,1292,19209,3567,178861,353624,73511,4650,2253,180668,7075,800642,16473,305661,15580,10959,25040,35133,33115,23068,57301,33655,2591,2366,6182,3935,983,1463,251,0,109,806,74,837,1340,248,3,48,787,33,2839,4482,244,7,91,1614,396,1293,2364,149,89,22,886,118,2348,3234,129,11,57,1005,283,1069,1195,183,35,27,550,55,1942,2918,36,7,32,756,116,1021,1419,19,42,13,373,23
2016-17,2,HIMACHAL PRADESH,12,125,10144,2466,6857,8.69,11.14,12.81,974,25.2,5.7,83.78,76.6,90.83,55673,588162,354221,11329,844,612,2065,1743,678,925,0,18196,10730,5,26,2065,1733,6,924,0,15489,598,839,586,0,10,672,1,0,2706,1,0,0,0,0,0,0,0,1,10515,2,16,2033,1647,3,906,0,15122,10730,5,26,2065,1733,6,924,0,15489,545,764,440,0,5,561,1,0,2316,11315,844,609,2059,1700,677,917,0,18121,11314,844,608,2065,1723,677,925,0,18156,332749,70325,192802,56987,133713,109341,44757,0,940674,311525,698,9749,56987,133160,1782,44641,0,558542,21201,69627,183053,0,553,107559,116,0,382109,23,0,0,0,0,0,0,0,23,298337,173,5496,55672,123125,782,43588,0,527173,18134,61757,120777,0,149,87820,116,0,288753,25109,48,625,6878,28765,85,6042,0,67552,2813,7314,11452,0,149,8182,12,0,29922,3,0,0,0,0,0,0,0,3,305,1,2,250,26,1,23,608,1028,2,1,193,0,1,0,1225,8947,816,608,1652,1580,664,799,15066,9486,799,591,1550,1672,661,838,15597,7522,610,522,1282,1336,535,680,12487,11305,841,608,2064,1723,677,925,18143,11311,844,609,2058,1700,677,917,18116,11329,843,612,2065,1743,678,925,18195,10222,835,611,1696,1738,676,898,16676,528,673,586,376,1571,640,474,4848,7215,111,88,1178,1216,70,648,10526,7620,257,168,1286,1255,199,678,11463,1012,656,241,1272,100,365,204,3850,10720,1,1,2057,1723,0,924,15426,10146,0,0,1691,1668,0,893,14398,10638,1,0,1921,1713,0,917,15190,9865,276,27,1864,542,61,589,13224,10713,4,18,2040,1724,3,923,15425,38754,7311,7416,6199,5787,6199,2827,74493,27925,7362,12077,6878,28914,8267,6054,97477,12580,5334,8494,1800,10628,5799,2083,0,46718,15345,2028,3583,5078,18286,2468,3971,167537,30734,83143,28767,67109,47880,22264,447434,2292,97026,20031,7861,8303,21619,28863,16946,29595,17281,12199,7436,12860,7816,3271,351,400,889,2999,411,741,1718,685,615,247,1543,611,349,1402,103,134,412,1203,131,298,902,238,262,185,794,282,178,1618,231,331,623,2031,315,524,1174,608,584,199,983,756,259,3073,24,18,368,536,23,303,2204,44,30,99,288,55,148
2016-17,3,PUNJAB,22,146,13176,1783,27704,29.82,10.62,13.73,893,31.9,0,76.68,71.34,81.48,50362,2447062,1498066,14242,2561,2677,2685,2078,2748,1726,0,28717,13226,345,338,2678,1956,293,1688,0,20524,860,1956,2166,7,122,2193,35,0,7339,156,260,173,0,0,262,3,0,854,11841,142,159,2514,1620,128,1571,0,17975,13287,376,523,2683,2058,344,1718,0,20989,500,1122,1133,4,51,1120,20,0,3950,14127,2558,2660,2663,1846,2744,1671,0,28269,14133,2560,2673,2678,1977,2745,1702,0,28468,1035772,311185,1162981,170852,343481,671495,198462,0,3894228,965661,52450,207100,170432,326544,89553,194649,0,2006389,59320,229427,890482,420,16937,520615,3647,0,1720848,10791,29308,65399,0,0,61327,166,0,166991,775280,20779,71309,152463,243625,35906,172580,0,1471942,28877,123610,397315,280,5587,241420,1781,0,798870,44809,3543,12876,10808,40783,4985,16560,0,134364,4800,17762,57214,27,1452,31540,191,0,112986,968,2353,4164,0,0,3808,15,0,11308,421,3,0,38,33,2,33,530,733,1,0,180,1,0,15,930,14224,2549,2676,2683,2078,2746,1722,28678,14107,2424,2640,2682,2078,2654,1724,28309,14042,2520,2657,2630,2060,2715,1692,28316,13999,2542,2670,2667,1976,2740,1697,28291,14099,2552,2660,2659,1846,2743,1671,28230,14240,2559,2677,2683,2078,2748,1726,28711,14230,2558,2676,2685,2078,2747,1726,28700,1288,2248,2650,2540,2074,2680,1721,15201,2527,360,407,553,574,378,434,5233,2779,460,526,604,610,525,463,5967,1019,1428,977,1101,58,1132,155,5870,13158,46,209,2681,2032,63,1716,19905,12049,27,145,2419,1888,37,1575,18140,12347,34,162,2497,1906,48,1603,18597,7099,599,89,1105,61,160,148,9261,13124,151,327,2680,2039,147,1716,20184,56019,23542,44016,8602,10007,31121,6551,179858,50577,23658,74254,10835,42235,40333,16766,258658,34028,20610,61190,6141,25436,34893,9497,0,191795,16549,3048,13062,4694,16799,5440,7269,505360,135916,492846,80973,168082,291287,93537,1768001,7068,642269,80106,15862,18001,94985,40037,59058,40157,59454,7020,24712,7356,27397,5230,434,1251,1294,3949,733,1839,7903,2682,3634,1486,4674,3836,2043,6,1,4,2,3,1,2,10,13,14,3,6,6,0,2751,474,1088,776,2613,612,1226,4792,2363,3858,880,2757,3338,1257,6440,3,64,523,1743,15,1612,11078,29,246,579,2873,63,2159
2016-17,4,CHANDIGARH,1,20,85,20,1055,97.25,11.18,17.1,818,18.9,0,86.43,81.38,90.54,114,114473,67721,12,30,89,0,5,65,0,0,201,8,12,43,0,2,51,0,0,116,4,13,46,0,3,14,0,0,80,0,5,0,0,0,0,0,0,5,0,3,8,0,0,4,0,0,15,8,12,49,0,3,51,0,0,123,0,0,1,0,0,0,0,0,1,12,30,86,0,5,65,0,0,198,12,30,88,0,5,65,0,0,200,2891,12872,82849,0,1328,56458,0,0,156398,1908,9161,42189,0,256,47173,0,0,100687,983,3095,40660,0,1072,9285,0,0,55095,0,616,0,0,0,0,0,0,616,0,1759,8963,0,0,5018,0,0,15740,0,0,413,0,0,0,0,0,413,89,363,2918,0,59,2100,0,0,5529,77,221,2749,0,180,631,0,0,3858,0,67,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,89,0,5,65,0,201,6,25,88,0,5,62,0,186,12,30,89,0,5,64,0,200,12,30,88,0,5,65,0,200,12,30,86,0,5,65,0,198,12,30,89,0,5,65,0,201,12,30,89,0,5,65,0,201,8,27,89,0,5,65,0,194,8,14,66,0,2,48,0,138,9,16,69,0,2,58,0,154,5,9,12,0,1,14,0,41,8,12,44,0,2,50,0,116,0,0,4,0,0,2,0,6,0,0,5,0,0,2,0,7,0,1,0,0,1,0,0,2,8,12,48,0,3,51,0,122,116,449,2140,0,37,1327,0,4069,166,651,5667,0,239,2731,0,9454,138,500,4623,0,181,2032,0,0,7474,28,150,1044,0,58,699,0,1334,6016,38106,0,527,26346,0,72329,183,21716,3412,375,389,3469,1042,2615,1047,2620,525,1315,529,1332,4,33,140,0,1,144,0,12,48,254,0,1,190,0,0,0,9,0,0,1,0,1,0,33,0,0,3,0,7,50,190,0,2,184,0,10,34,200,0,1,205,0,16,43,108,0,0,194,0,35,86,259,0,0,430,0
2016-17,5,UTTARAKHAND,13,95,11994,994,10117,21.54,13.14,19.17,963,18.8,2.9,79.63,70.7,88.33,53483,1123220,687598,15297,1754,520,3417,1608,171,908,0,23675,12595,17,47,2800,1250,9,796,0,17514,2451,1644,473,568,358,161,112,0,5767,251,93,0,49,0,1,0,0,394,12197,11,23,2705,1161,7,774,0,16878,12605,26,82,2995,1508,14,847,0,18077,1878,1194,271,435,248,103,95,0,4224,15284,1751,497,3317,1469,167,848,0,23333,15285,1751,518,3392,1526,168,895,0,23535,656478,329045,273579,157664,151228,50251,59928,1122,1679295,423193,1161,27911,110245,105732,1509,49480,111,719342,207121,307921,245668,43250,45496,48412,10448,1011,909327,26164,19963,0,4169,0,330,0,0,50626,386618,582,10911,104081,92972,1181,47239,111,643695,143964,220743,140099,31624,26953,31767,8710,701,604561,27700,83,939,9011,20127,119,5868,0,63847,12213,13292,8669,2554,3892,2048,733,0,43401,1037,646,0,193,0,16,0,0,1892,218,3,0,17,25,1,18,282,1753,23,1,171,3,0,2,1953,11206,1676,510,2524,1319,169,615,18019,8587,1478,494,1873,949,155,426,13962,12538,1536,510,2783,1016,163,642,19188,14413,1727,518,3241,1503,168,873,22443,15127,1745,497,3274,1467,167,844,23121,14669,1737,519,3233,1575,171,865,22769,9913,1608,516,2650,1540,169,765,17161,1921,1383,502,2079,1510,158,591,8144,3373,177,71,694,227,19,166,4727,3863,230,91,847,307,27,206,5571,3146,907,144,1500,88,63,175,6023,12486,22,38,2914,1464,7,832,17763,11240,16,27,2518,1321,7,747,15876,12468,22,37,2908,1460,7,827,17729,11724,163,8,2434,470,7,461,15267,12506,22,66,2938,1465,12,826,17835,47473,16431,8081,12327,6564,1938,3247,96061,40950,14021,9608,11758,24019,2183,6601,109140,22082,9661,6548,4610,6472,1481,2044,0,52898,18868,4360,3060,7148,17547,702,4557,323712,141512,119811,80772,74527,21435,31378,793623,3008,165134,18953,12985,16550,26851,35805,22929,36790,23596,1642,1369,1849,1587,3240,595,155,1227,2771,58,732,2526,694,187,591,971,84,287,752,117,40,241,403,17,124,769,266,75,180,251,33,78,3861,834,235,1360,2451,133,754,3545,1281,312,612,729,116,283,7074,16,2,1785,577,2,374,7326,20,10,877,162,9,145
2016-17,6,HARYANA,21,126,7426,1531,25353,24.12,13.01,19.9,877,20.2,0,76.64,66.77,85.38,44212,2556187,1509213,9968,2560,2498,2426,1937,1930,1424,0,22743,8740,3,36,2420,1864,3,1380,0,14446,798,2099,2443,6,73,1896,44,0,7359,430,458,19,0,0,31,0,0,938,7827,0,14,2245,1620,2,1295,0,13003,8762,5,143,2420,1912,40,1391,0,14673,441,1185,1444,3,17,1127,20,0,4237,9425,2559,2481,2174,1655,1928,1253,0,21475,9511,2555,2493,2395,1785,1928,1346,0,22013,1023044,487753,1157594,179052,302073,517424,157962,0,3824902,915387,1195,26903,178710,291866,1213,154035,0,1569309,80417,422835,1126478,342,10207,510263,3927,0,2154469,27240,63723,4213,0,0,5948,0,0,101124,742230,0,8454,157281,220893,868,135075,0,1264801,39337,222897,531567,211,1889,277143,1393,0,1074437,32431,48,1345,8450,36874,47,12720,0,91915,4985,20554,63455,36,1048,24817,296,0,115191,2518,4129,324,0,0,353,0,0,7324,108,2,0,33,22,0,19,184,679,1,1,213,1,0,3,898,9725,2501,2478,2375,1920,1905,1405,22309,7936,2196,2415,1964,1734,1774,1217,19236,9673,2527,2494,2316,1905,1919,1402,22236,9408,2553,2493,2375,1776,1927,1341,21873,9386,2557,2481,2169,1653,1927,1251,21424,9947,2559,2498,2424,1937,1930,1424,22719,9531,2556,2498,2273,1927,1930,1412,22127,876,2039,2410,783,1879,1738,1367,11092,3107,712,772,821,932,427,595,7366,3437,807,827,912,999,475,662,8119,1077,1297,1061,231,19,607,17,4309,8750,2,53,2404,1869,22,1384,14484,5724,2,29,1696,1532,13,1085,10081,7548,2,50,2052,1655,19,1222,12548,3235,221,32,934,147,75,219,4863,8750,3,53,2414,1868,15,1383,14486,54275,27076,38599,8926,10458,20437,6384,166155,39934,24731,65124,8486,37922,25217,13016,214430,18256,17395,45205,2758,17523,16694,5133,0,122964,21678,7336,19919,5728,20399,8523,7883,520014,197978,463589,100448,148681,210136,83428,1724274,7739,398922,74144,33612,35565,79626,46264,31008,46796,31360,7044,6565,7116,6643,4512,1012,1592,1081,3067,1070,1189,1584,1348,1555,293,1652,1048,471,4,3,9,1,3,3,1,4,23,10,0,2,8,0,7043,2199,4323,1529,5315,2174,2031,3812,3419,6212,606,2985,3049,908,8683,16,22,428,708,9,499,5492,18,30,170,373,22,239
2016-17,7,DELHI,9,69,1201,69,16753,77.03,11.76,20.96,866,16.8,0,86.34,80.93,91.03,1483,1704499,874236,2724,885,1167,35,548,254,114,0,5727,1683,8,491,18,471,24,94,0,2789,1041,877,676,17,77,230,20,0,2938,0,0,0,0,0,0,0,0,0,99,0,11,1,26,2,3,0,142,1731,19,584,30,539,34,108,0,3045,19,32,21,0,1,10,0,0,83,2201,883,1028,27,364,251,80,0,4834,2198,879,1058,27,271,246,69,0,4748,989096,330416,1143912,12190,318913,131395,62579,0,2988501,779978,3533,473636,9410,296983,14053,56989,0,1634582,209118,326883,670276,2780,21930,117342,5590,0,1353919,0,0,0,0,0,0,0,0,0,22939,0,3194,216,6557,890,559,0,34355,2106,9954,14850,0,44,3224,0,0,30178,20523,159,29881,368,21418,663,2998,0,76010,6685,11190,39410,115,1822,5178,259,0,64659,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,7,8,0,0,0,0,0,0,8,2724,885,1167,35,548,254,114,5727,2282,792,1103,25,493,231,81,5007,2699,885,1163,35,541,254,111,5688,2198,879,1058,27,271,246,69,4748,2201,883,1028,27,364,251,80,4834,2724,885,1167,35,548,254,114,5727,2722,883,1166,35,548,254,114,5722,2244,836,1113,10,480,246,94,5023,1929,543,917,21,490,170,98,4168,1929,543,917,21,490,170,98,4168,631,410,160,10,106,57,35,1409,1721,16,541,30,535,28,108,2979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,8,0,2,14,2,2,104,1700,15,556,29,527,31,107,2965,30857,10582,27523,359,6723,3893,1214,81151,27208,11349,69291,483,23240,5841,3257,140669,19654,9797,54675,278,11313,4933,1707,0,102357,7554,1552,14616,205,11927,908,1550,484950,127550,560885,6287,137329,50632,28273,1395906,2593,218571,55935,8724,8724,55935,22987,32385,22987,32385,6601,14037,6601,14037,1460,67,2168,33,2524,91,345,2141,215,3143,34,1489,120,255,821,15,543,2,613,31,86,487,16,591,4,246,24,37,1973,192,1664,27,1426,116,188,3610,625,3716,40,1655,318,273,935,41,3557,119,4991,98,734,2465,210,10144,81,3895,221,592
